CIU;INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE;SITOWEB;EMAIL;TELEFONO;FAX;CELLULARE;CONTATTOFACEBOOK;CONTATTOTWITTER;CONTATTOINSTAGRAM;CONTATTOALTROSOCIAL
AFF-001401-4;VATICAN PLANET;Categoria 2;VIA BU MELIANA, 12;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;a.spaziani@studioseiduesei.it;3334445568;;;;;;
AFF-004630-2;Una Chicca a Roma Guest House o affittacamere;Categoria 2;VIA DELLO SCALO DI SETTEBAGNI, 69;Municipio III (ex Mun IV);Guest House o Affittacamere;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;livia.scattolini@gmail.com;3891265861;;;;;;
AFF-001510-5;LATERANO GUEST HOUSE;Categoria 3;VIA DELL'AMBA ARADAM, 20;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;;daciaromanaguest@gmail.com;0677208603;;;;;;
AFF-003262-2;DALMATI GUEST HOUSE;Categoria 3;VIA DEI DALMATI, 9;Municipio II (ex Mun III);Guest House o Affittacamere;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;;info@dalmatihouse.com;064464147;;;;;;
AFF-004029-4;Guest House o Affittacamere' REGINELLA SUITE AFFITTACAMERE;Categoria 2;VIA DELLA REGINELLA, 2;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;ADELMONTE3@GMAIL.COM;3280891120;;3280891120;;;;
AFF-004182-4;GUEST HOUSE O AFFITTACAMERE  GARBATELLA RAINBOW HOUSE;Categoria 3;VIA IGNAZIO PERSICO, 59;Municipio VIII (ex Mun XI);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;umbertoguala@libero.it;3393628537;;;;;;
AFF-004245-4;GUEST HOUSE O AFFITTACAMERE DOMUS AUREA 1974;Categoria 3;VIA BALDO DEGLI UBALDI, 15;Municipio XIII (ex Mun XVIII);Guest House o Affittacamere;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;DOMUSAUREA1974@GMAIL.COM;3486826480;;;;;;
AFF-004280-3;GUEST HOUSE O AFFITTACAMERE *TRASTEVERE  GALLERY  SUITES*;Categoria 2;VIALE DI TRASTEVERE, 259;Municipio XII (ex Mun XVI);Guest House o Affittacamere;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;;TRASTEVERE@BBSUITES.COM;3470744086;;3470744086;;;;
AFF-004331-9;Roma Suite Piramide Guest House o Affittacamere;Categoria 3;VIALE DELLE CAVE ARDEATINE, 37;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;s.ventisini@gmail.com;3455661994;;;;;;
AFF-004254-4;126 GRACCHI SUITES GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA DEI GRACCHI, 126;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;;gracchi126suites@gmail.com;3273653923;;3292629815;126 Gracchi Suites;;126_gracchisuites;
AFF-004388-3;Florea Guest House o Affittacamere;Categoria 1;CORSO VITTORIO EMANUELE II, 173;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;;fabrizio.dr@hotmail.com;3335342836;;;;;;
AFF-001517-3;"GUEST HOUSE O AFFITTACAMERE ""MAISON CANDIA LUXURY HOUSE""";Categoria 1;VIA CANDIA, 20;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;www.maisoncandia.it;info@maisoncandia.it;0639745693;0639038062;;;;;
AFF-004520-9;GUEST HOUSE O AFFITTACAMERE MERAVIGLIE A ROMA;Categoria 2;VICOLO DEL BOLOGNA, 33;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;WWW.TRASTEVERINO.IT;INFO@TRASTEVERINO.IT;3345743063;;3345743063;B&B 26 SCALINI A TRASTEVERE;;;
AFF-004568-3;"guest house o affittacamere ""we love vaticano spa""";Categoria 2;VIA GERMANICO, 146;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;5,00;0,00;1,00;0,00;0,00;0,00;0,00;;bluvictory@legalmail.it;335474697;;;;;;
AFF-004570-5;GUEST HOUSE O AFFITTACAMERE LE STANZE DI CO CO';Categoria 3;VIA CATANIA, 50;Municipio II (ex Mun III);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;INFO@VVVVVVV.IT;06222222222;;;;;;
AFF-002467-8;Guest House o Affittacamere CORSO BOUTIQUE HOTEL;Categoria 3;VIA DEL CORSO, 504;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;5,00;1,00;0,00;0,00;0,00;0,00;0,00;www.cbhotelroma.com;info@cbhotelroma.com;0693575936;;;;;;
AFF-004158-7;GUEST HOUSE O AFFITTACAMERE STILE ROMA;Categoria 1;LUNGOTEVERE DEGLI ARTIGIANI, 30;Municipio XII (ex Mun XVI);Guest House o Affittacamere;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;WWW.STILEROMA.COM;KATRINA@STILEROMA.COM;3206873897;;;;;;
AFF-004596-4;Guest House o Affittacamere Sistina Twentythree Luxury Rooms;Categoria 3;VIA SISTINA, 23;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;;Info@sistinatwentythree.it;0689829816;;;;;;
AFF-003861-7;Guest House o Affittacamere Queen Meg Roma;Categoria 2;VIALE REGINA MARGHERITA, 145;Municipio II (ex Mun II);Guest House o Affittacamere;1,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;;vaticanqg@gmail.com;3471751099;;;;;;
AFF-001938-1;STEFANO HOUSE ROMA;Categoria 3;PIAZZA DEL RISORGIMENTO, 14;Municipio I (ex Mun XVII);Guest House o Affittacamere;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;stefanohouseroma@gmail.com;0686989874;;;;;;
AFF-004694-3;ALTROVE BOUTIQUE ROOMS GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIALE GIUSTINIANO IMPERATORE, 272;Municipio VIII (ex Mun XI);Guest House o Affittacamere;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;;altroveboutiquerooms@gmail.com;3516150559;;;;;;
AFF-000822-1;MOCENIGO VATICAN SUITES;Categoria 2;VIA MOCENIGO, 16;Municipio I (ex Mun XVII);Guest House o Affittacamere;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;STAY@MOCENIGOVATICANSUITES.COM;3510168820;;;;;;
AFF-003857-3;SEZAR ROOM GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA PRINCIPE AMEDEO, 94;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;INFO@BBSERGIO.COM;3201948496;;;;;;
AFF-003890-9;GUEST HOUSE o AFFITTACAMERE TRIDENTE;Categoria 2;VIA LAURINA, 11;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;www.locappart.com;locappart.reservations@gmail.com;0033145275641;;0033145275641;;;;
AFF-003904-5;SL ROOMS GUEST HOUSE O AFFITTACAMERE;Categoria 2;LARGO BRINDISI, 2;Municipio VII (ex Mun IX);Guest House o Affittacamere;0,00;5,00;1,00;0,00;0,00;0,00;0,00;0,00;;slrooms@pec.it;3351395085;;;;;;
AFF-004027-2;Guest House o Affittacamere/casa particulart;Categoria 3;VIALE DELLO SCALO S. LORENZO, 25;Municipio II (ex Mun III);Guest House o Affittacamere;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;casaparticular25rooms@outlook.it;3248484695;;;;;;
AFF-004039-5;GUEST HOUSE O AFFITTACAMERE HOP ON TOP;Categoria 3;VIA FAMAGOSTA, 10;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;;hopontopbb@gmail.com;3355466085;;;;;;
AFF-004050-7;Guest House o affittacamere modelli63;Categoria 3;VICOLO DEI MODELLI, 63;Municipio I (ex Mun I);Guest House o Affittacamere;3,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;;info@catalano-partners.it;0664770126;;;;;;
AFF-004162-2;Guest House o Affittacamere MELLINI PALACE SUITES;Categoria 3;LUNGOTEVERE DEI MELLINI, 44;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00;;carlo@caprari.biz;3389562587;;;;;;
AFF-001033-5;DIVO NERONE SRLS;Categoria 2;VIA TOSCANA, 1;Municipio I (ex Mun I);Guest House o Affittacamere;2,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;www.domusviaveneto.it;info@domusviaveneto.it;0642016087;;;;;domusviaveneto;
AFF-004303-8;"""CINEMA HOUSE"" GUEST HOUSE O AFFITTACAMERE";Categoria 3;VIA FILIPPO TURATI, 13;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;;VINCENZOCAPORALE81@GMAIL.COM;3496068005;;;;;;
AFF-001345-2;CAOS CALMO;Categoria 3;VIA LUIGI VITTORIO BERTARELLI, 11;Municipio IV (ex Mun V);Guest House o Affittacamere;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;KISSANDROOM@GMAIL.COM;3284280457;;;;;;
AFF-004441-2;ORANGE ROOMS GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA GALEAZZO ALESSI, 249;Municipio V (ex Mun VI);Guest House o Affittacamere;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;;serena_diviggiano@hotmail.it;3408285844;;;;;;
AFF-004462-5;Guest House o Affittacamere Domusalberico;Categoria 3;VIA ALBERICO II, 33;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;domusalberico.net;info@domusalberico.net;3756138329;;;;;domusalberico;
AFF-004153-2;LOVE VATICAN ROME GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA MARSILIO FICINO, 5;Municipio I (ex Mun XVII);Guest House o Affittacamere;4,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;;GIOVANNI.DICRISTOFARO@YAHOO.IT;3883549859;;;;;;
AFF-004528-8;OLD BAKERY GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA GALEAZZO ALESSI, 249;Municipio V (ex Mun VI);Guest House o Affittacamere;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;serena_diviggiano@hotmail.it;3408285844;;;;;;
AFF-003102-4;Paramountrome guest house o affittacamere;Categoria 3;VIA FILIPPO TURATI, 68;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;mohsen@hotmail.it;3209462962;;;;;;
AFF-004595-3;Guest  House o Affittacamere  Guest House o Affittacamere DOMUS VATICAN HOLIDAY'S;Categoria 3;VIA MARSILIO FICINO, 5;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;;infodomusvatican@gmail.com;0689018844;;;;;;
AFF-004631-3;GUEST HOUSE O AFFITTACAMERE SWEET DREAM ROOMS;Categoria 3;VIA PRINCIPE AMEDEO, 94;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;BAKSHI.SAM@HOTMAIL.IT;3290673316;;3290673316;;;;
AFF-001892-9;cassiodoro 19;Categoria 2;VIA CASSIODORO, 19;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;;stefano.ianari@gmail.com;3338338250;;;;;;
AFF-004597-5;GUEST HOUSE O AFFITTACAMERE  MACAO HOUSE;Categoria 3;VIA DEL MACAO, 3;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;CAPITALROMA@yahoo.com;3397549759;;;;;;
AFF-004548-1;Cavour Urban Rooms Guest House o Affittacamere;Categoria 3;VIA CAVOUR, 124;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;colonna18roma@gmail.com;3930930738;;;;;;
AFF-004673-9;Guest House o Affittacamere Youroom Boncompagni;Categoria 3;VIA BONCOMPAGNI, 16;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;www.youroom.com;info@youroom.info;3881985023;;;;;;
AFF-004675-2;GUEST HOUSE O AFFITTACAMERE Casa Vicenza Roma;Categoria 2;VIA VICENZA, 30;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;chiara.drius@gmail.com;3333766677;;;;;;
AFF-002884-2;LA MAD DI SABA MAGDA Guest house o Affittacamere ;Categoria 2;VIA FRANCO SACCHETTI, 114;Municipio III (ex Mun IV);Guest House o Affittacamere;;1,00;2,00;;;;0,00;0,00;;;;;;;;;
AFF-001726-5;Time Lapse Vatican guesthouse;Categoria 2;VIA FRANCESCO SIVORI, 5;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;;almariansrl@gmail.com;3311404977;;;;;;
AFF-003845-9;Guest house o Affittacamere LE STANZE DI SILVIA;Categoria 2;VIA GIUSEPPE PALOMBINI, 53;Municipio XIII (ex Mun XVIII);Guest House o Affittacamere;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;lestanzedisilvia@gmail.com;3927881911;;;;;;
AFF-003729-1;ROME SERVICES CARACCIOLO - GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA FRANCESCO CARACCIOLO, 30;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;www.omeservices.it;romesevicessrl@gmail.com;3209094228;;3209094228;;;;
AFF-001270-8;Vatican Room Rental srl;Categoria 3;VIA DELLA STAZIONE DI S. PIETRO, 34;Municipio XIII (ex Mun XVIII);Guest House o Affittacamere;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;http://www.vaticanroomrental.com/index.php?lang=it;vatican.roomrental@gmail.com;+390645481771;;+393921706446;;;;
AFF-003911-3;LIFESTYLE VENETO SUITE GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA PIEMONTE, 117;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;geom.mastrobuono@gmail.com;3452723964;;;;;;
AFF-003197-9;vittoriano suite guest house o affittacamere;Categoria 3;VIA D'ARACOELI, 3;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;www.allaroumdyousuite.com;allaroundyousuite.com;3335301109;;;;;;
AFF-003922-5;GUEST HOUSE O AFFITTACAMERE AETERNA SUITES COLLECTION;Categoria 3;VIA SICILIA, 153;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;;rispoli_armando@libero.it;3489303136;;3489303136;;;;
AFF-002528-6;GUEST HOUSE O AFFITTACAMERE GOLDEN RATIO;Categoria 3;VIA MILAZZO, 3;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;AHMEDZEDAN944@YAHOO.IT;3491119593;;;;;;
AFF-003988-8;AL IRAM NAPOLEONE III GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA NAPOLEONE III, 22;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;;DIPOITALY@YAHOO.COM;064455508;;3342672828;;;;
AFF-003989-9;LA COORTE 'GUEST HOUSE O AFFITTACAMERE';Categoria 3;VIA GABI, 17;Municipio VII (ex Mun IX);Guest House o Affittacamere;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;;soniayangff@gmail.com;3208440111;;;;;;
AFF-003993-4;GUEST HOUSE O AFFITTACAMERE JUST CHILLING COLOSSEUM SUITE;Categoria 3;LARGO BRANCACCIO, 83;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00;;prince_08_2011@hotmail.it;3406742283;;;;;;
AFF-003876-4;Escape suite  Guest House o affittacamere;Categoria 3;VIA DELLE QUATTRO FONTANE, 15;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;;lucian_ambrose@yahoo.com;3881097907;;;;;;
AFF-004031-6;ROVATI GUEST HOUSE  'Guest House o Affittacamere';Categoria 2;VIA DUILIO, 13;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;;info@rovatiguesthouse.it;06489441;;3934889066;;;;
AFF-002905-5;Relais donna Francesca;Categoria 3;VIA EMILIA, 86;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;www.relaisdonnalucrezia.com;info@relaisdonnalucrezia.com;0642870131;;3338675669;;;;
AFF-002411-6;BANCHI VECCHI STAY 1;Categoria 3;VIA DEI BANCHI VECCHI, 117;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;ALESSANDRASANTARELLI@HOTMAIL.COM;3335892031;;;;;;
AFF-002209-2;"GUEST HOUSE O AFFITTACAMERE ""LA CASINA VATICANA""";Categoria 3;VIA OTTAVIANO, 73;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;www.lacasinavaticana.com;info@lacasinavaticana.com;3496105781;;3475046393;;;;
AFF-004246-5;VaticanRome Guest House o Affittacamere;Categoria 2;VIA FRANCESCO SIVORI, 41;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;valerio.grisanti@pec.it;3358417062;;;;;;
AFF-000591-4;LOCANDA S. ANNA;Categoria 2;VIA GIOVANNI GIOLITTI, 387;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
AFF-004267-8;I Tetti di Roma - Guest House o Affittacamere;Categoria 2;VIA CASALMONFERRATO, 3;Municipio VII (ex Mun IX);Guest House o Affittacamere;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;www.itettidiroma.it;info@itettidiroma.it;3389366938;;;;;;
AFF-002715-4;Campo de' Fiori Suites GUEST HOUSE O AFFITTACAMERE;Categoria 3;VICOLO DE'CHIODAROLI, 15;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;luxurysuites2017@gmail.com;0664760942;;;;;;
AFF-004341-1;GUEST HOUSE O AFFITTACAMERE PIAZZA ISTRIA;Categoria 3;VIA DI S. COSTANZA, 2;Municipio II (ex Mun II);Guest House o Affittacamere;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;;info@bbpiazzaistria.it;0688796651;;;;;;
AFF-004377-1;Walker Rooms Guest House o Affittacamere;Categoria 2;VIA FILIPPO TURATI, 129;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;;mirkorenhotel@gmail.com;3381488575;;;;;;
AFF-004564-8;GUEST HOUSE O AFFITTACAMERE residenza provincie;Categoria 1;VIALE DELLE PROVINCIE, 116;Municipio II (ex Mun III);Guest House o Affittacamere;1,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;;STUDIOMESSINAROCCO@YAHOO.IT;0644246341;;;;;;
AFF-003243-1;"GUEST HOUSE O AFFITTACAMERE ""ROOM 230 - ROMA LUXURY SUITES""";Categoria 2;VIA NAZIONALE, 230;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;pau.proietti@gmail.com;3389502090;;;;;;
AFF-002517-4;"AFFITTACAMERE ""LIN MARE""";Categoria 3;VIA CAIROLI, 101;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;;CHAOSHENG010@GMAIL.COM;3315224334;;;;;;
AFF-001643-3;ERITREA SUITE;Categoria 3;VIALE ERITREA, 30;Municipio II (ex Mun II);Guest House o Affittacamere;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
AFF-000742-2;THE ROME SUITE Guest house o affittacamere;Categoria 2;VIA FIRENZE, 47;Municipio I (ex Mun I);Guest House o Affittacamere;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;http://www.flannobrien.it;direzione@flannbrien.it;064880418;;;;;;
AFF-003892-2;"Guest House o Affittacamere ""Room 14""";Categoria 3;VIA LIVORNO, 14;Municipio II (ex Mun III);Guest House o Affittacamere;3,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;room14rome@gmail.com;3315362929;;;;;;
AFF-004057-5;Margana Tower Guest House o Affittacamere;Categoria 3;VICOLO DEI POLACCHI, 3;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;;marganatower@gmail.com;3347418802;;;;;;
AFF-004069-8;THE PLACE BY SACCO BISTROT 'Guest House o Affittacamere';Categoria 2;VIA LICIA, 39;Municipio VII (ex Mun IX);Guest House o Affittacamere;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;saccotuscolanasrl@legalmail.it;3939624122;;;;;;
AFF-001639-8;GRAZIE  ROMA  -;Categoria 2;VIA ETRURIA, 47;Municipio VII (ex Mun IX);Guest House o Affittacamere;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
AFF-004375-8;ROMA RESIDENCE TRASTEVERE COMPLEX - DELUXE ROOMS - GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA DELLA LUCE, 41;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;www.romaresidence.com;info@flatinrome.it;0695020561;;3331929247;flatinrome;;flatinrome.it;
AFF-004161-1;guest house o affittacamere Pantheon unique rooms;Categoria 3;VIA DELLA MADDALENA, 42;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;www.pantheonuniquerooms.it;pantheonuniquerooms@gmail.com;0689370661;;;;;;
AFF-004452-4;'Guest House o Affittacamere' URBAN PINE ROOMS;Categoria 2;VIA LA SPEZIA, 37;Municipio VII (ex Mun IX);Guest House o Affittacamere;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;;toti.pianese@gmail.com;3208307075;;;;;;
AFF-004474-8;palazzo tittoni gardens guest house o affittacamere;Categoria 3;VIA RASELLA, 155;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;;civigestsrl@pec.it;0642904068;;3383124143;;;;
AFF-004037-3;guest house o affittacamere la terrazza di giulia;Categoria 3;VIA ANDREOTTO SARACINI, 63;Municipio X (ex Mun XIII);Guest House o Affittacamere;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;www.laterrazzadigiulia.it;laterrazzadigiulia.ostia@gmail.com;0694896652;;;;;;
AFF-004510-8;GUEST HOUSE O AFFITTACAMERE FOSCARI HOUSE di Emanuele Sanchi;Categoria 2;VIA DEI FOSCARI, 7;Municipio II (ex Mun III);Guest House o Affittacamere;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;info@foscarihouse.roma.it;3382837378;;3493224121;;;;
AFF-004606-5;Daniele manin  guest house o affittacamere;Categoria 3;VIA DANIELE MANIN, 69;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;;info@holidayvip.it;3486684793;;;;;;
AFF-004536-7;Vatican City Relais 2.0 Guest House o Affittacamere;Categoria 3;VIA GREGORIO VII, 350;Municipio XIII (ex Mun XVIII);Guest House o Affittacamere;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;;massimo.manna85@gmail.com;3349304434;;;;;;
AFF-000120-1;NUMA POMPILIO;Categoria 3;VIA DEL TRITONE, 82;Municipio I (ex Mun I);Guest House o Affittacamere;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
AFF-004681-8;Near the Pope near the Vatican Guest House o Affittacamere;Categoria 3;VIA CRESCENZIO, 74;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;;promozioneeservizi@gmail.com;3935797531;;;;;;
AFF-002886-4;Guest House o Affittacamere Colosseum Corner;Categoria 3;VIA DEL MONTE OPPIO, 12;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;;colosseumcorner@gmail.com;0688376640;;;;;;
AFF-001905-4;Guest House o Affittacamere The Right Place 4U Roma Navona Roof Terrace;Categoria 2;VIA DELLA VETRINA, 5;Municipio I (ex Mun I);Guest House o Affittacamere;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;andreacitoni@gmail.com;3357200064;;;;;;
AFF-004682-9;FANI GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA POZZUOLI, 7;Municipio VII (ex Mun IX);Guest House o Affittacamere;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;www.fanibb.it;claudia.colao@hotmail.it;3299826596;;;;;;
AFF-003913-5;GUEST HOUSE O AFFITTACAMERE GARDEN OF ROME;Categoria 3;VIA NOSTRA SIGNORA DI LOURDES, 41;Municipio XIII (ex Mun XVIII);Guest House o Affittacamere;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;;gardenofromeguesthouse@yahoo.com;3933309420;;;;;;
AFF-003783-1;VARESE GUEST HOUSE;Categoria 3;VIA VARESE, 5;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;;varese.gh@gmail.com;0644362944;;;;;;
AFF-003931-5;Guest House o Affittacamere ROME WINNERS HOME;Categoria 2;VIA APPIA NUOVA, 465;Municipio VII (ex Mun IX);Guest House o Affittacamere;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;http://rome-winners-home-guesthouse.business.it;info.romewinnershome@gmail,com;068692342;0686923429;3441738000;Rome Winners Home Guesthouse;;;
AFF-003854-9;"GUEST HOUSE O AFFITTACAMERE ""MAISON VANTAGGIO""";Categoria 3;VIA DEL VANTAGGIO, 18;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;maisonvantaggio@gmail.com;06869390700;;;;;;
